Customer_ID,Order_ID,Product_ID,Store_ID,Customer_Name,Age,Gender,Phone,Email,City,State,Pincode,Address,Product_Name,Category,Brand,Size,Color,Material,Order_Date,Quantity,Price_Per_Unit,Discount,Total_Price,GST,Payment_Method,Transaction_ID,Shipping_Provider,Shipping_Cost,Delivery_Status,Estimated_Delivery,Actual_Delivery,Store_City,Store_State,Return_Status,Review_Rating,Customer_Loyalty,Referred_By
60ea30ef,263b4bb8-0,P3492,S3,Zarna Wali,31,Female,+912946863302,bina09@example.org,Udupi,Punjab,695237,"288
Sarraf Ganj, Mau 990734",Crop Top,Kids,Biba,M,Yellow,Chiffon,2024-08-10,5,2349.52,0.23,9045.65,452.28,UPI,b48a87f0-0c5,Delhivery,112.48,Pending,2024-08-16,2024-08-17,Malegaon,Manipur,Returned,3.9,Bronze,
7db748f0,c77921f8-d,P6603,S10,Vivaan Raja,27,Other,+915064387646,jaikumer@example.org,Mysore,Tripura,914271,"67/96, Padmanabhan Ganj
Satna-131840",Kameez,Kids,Utsa,XXL,Yellow,Cotton,2024-10-09,4,2041.82,0.05,7758.92,387.95,UPI,62adf5fe-119,India Post,123.47,Cancelled,2024-10-14,2024-10-12,Korba,Sikkim,Returned,2.4,Bronze,
200d7e72,a4a97b84-7,P7809,S7,Neelima Sem,39,Female,5290360164,ravelmanthan@example.com,Bhind,Madhya Pradesh,300702,"46/37
Shan
Solapur 010054",Kimono,Kids,Utsa,XS,White,Chiffon,2025-02-01,4,4441.21,0.22,13856.58,692.83,Cash on Delivery,ed536339-9a6,BlueDart,31.83,Cancelled,2025-02-08,2025-02-06,Karawal Nagar,Goa,Not Returned,4.7,Bronze,
330f6825,edc7235e-e,P4494,S2,Yatin Pant,56,Female,06229461901,mammeneiravati@example.org,Thane,Uttar Pradesh,255409,"950, Prabhu Path, Noida 061010",Tops,Women,Manyavar,M,Yellow,Linen,2024-08-24,4,685.74,0.09,2496.09,124.8,Net Banking,16389b23-ffa,BlueDart,87.05,Delivered,2024-08-28,2024-08-29,Guna,Karnataka,Not Returned,4.3,Bronze,
dd4177a5,31d8a3b3-3,P7445,S7,Balendra Prabhu,49,Other,1667857610,frederick08@example.net,Dindigul,Nagaland,091964,"H.No. 70, Padmanabhan Marg
Nangloi Jat-077000",Choli,Women,W,XS,White,Rayon,2025-01-27,3,872.77,0.27,1911.37,95.57,Credit Card,069564d0-7d3,Delhivery,63.15,Delivered,2025-02-01,2025-01-30,Hapur,Tripura,Returned,3.0,Silver,
a3abf443,90999bed-e,P7652,S7,Balveer Shankar,50,Female,+913610641784,ojasvi13@example.com,Ambarnath,Punjab,058097,"12, Zachariah Zila
Ghaziabad-407836",T-Shirts,Kids,W,M,Green,Chiffon,2024-09-12,4,972.33,0.26,2878.1,143.91,Cash on Delivery,0a482523-65c,BlueDart,72.81,In Transit,2024-09-19,2024-09-21,Danapur,Karnataka,Not Returned,4.2,Bronze,
11614f8d,d99c746b-6,P6641,S8,Upasna Balan,32,Male,01817006133,pnarayan@example.org,Sasaram,Andhra Pradesh,171330,"H.No. 99, Dutta Ganj, Bokaro 683683",Shirts,Men,FabIndia,L,Maroon,Georgette,2025-01-25,5,3872.53,0.17,16071.0,803.55,Debit Card,2d628a49-984,Ecom Express,143.05,In Transit,2025-01-29,2025-01-28,Mathura,Telangana,Returned,2.0,Silver,
d5bbbd93,590d8746-9,P4392,S4,Aishani Ramesh,37,Female,04807548843,hemangbora@example.net,Bally,Tamil Nadu,868894,"200
Narula Chowk
Pondicherry-096534",Cardigan,Men,FabIndia,S,Green,Chiffon,2024-12-04,2,4094.51,0.14,7042.56,352.13,UPI,885c6df3-073,India Post,74.8,Delivered,2024-12-07,2024-12-09,Saharanpur,Sikkim,Not Returned,3.2,Silver,Zinal Bala
66a33264,692d5487-d,P8005,S10,Christopher Narang,18,Other,00515922885,parmarvamakshi@example.org,Ujjain,Assam,279977,"14/295
Bahl Zila, South Dumdum-088244",Jeggings,Kids,Manyavar,M,Yellow,Linen,2024-06-02,5,1243.26,0.3,4351.41,217.57,UPI,01fabab7-b63,BlueDart,115.93,Cancelled,2024-06-08,2024-06-09,Nanded,Rajasthan,Not Returned,2.4,Silver,
771598cc,24030721-3,P3992,S1,Bina Rajan,29,Female,0011863464,dipta65@example.com,Visakhapatnam,Tamil Nadu,516315,"83/643, Rama Chowk
Hapur-301453",Shawl,Men,Soch,L,Black,Georgette,2025-01-09,3,4439.23,0.09,12119.1,605.96,UPI,80372471-eeb,India Post,45.01,Delivered,2025-01-13,2025-01-12,Pondicherry,Odisha,Returned,2.0,Platinum,
15140f04,0fca84fb-4,P9626,S2,Urmi Bakshi,27,Other,1143270539,fbansal@example.net,Udupi,Uttar Pradesh,746362,"44/35
Shenoy Path, Jehanabad 850426",Lehenga,Kids,W,XL,White,Chiffon,2024-11-27,2,2388.58,0.11,4251.67,212.58,Credit Card,53f60469-adc,Delhivery,117.24,Pending,2024-12-03,2024-12-04,Jamalpur,Mizoram,Returned,1.1,Silver,
6a3bdda7,0b0a8132-2,P1073,S4,Dakshesh Bath,37,Male,+910876202268,mannanfrado@example.com,Yamunanagar,West Bengal,499308,"H.No. 406, Roy Path, Adoni-727226",Leather Jacket,Men,FabIndia,L,Red,Georgette,2025-03-21,5,2734.23,0.0,13671.15,683.56,Cash on Delivery,64b7b060-614,India Post,147.36,In Transit,2025-03-28,2025-03-30,Varanasi,Assam,Not Returned,2.4,Gold,
e1635ed7,a19afb32-d,P5142,S3,Pavani Sarma,47,Male,09265805442,daksheshkhanna@example.net,Kakinada,Madhya Pradesh,866891,"53/03, Raval Nagar
Tumkur 979049",Vest,Women,FabIndia,M,Green,Chiffon,2024-05-29,2,4801.46,0.15,8162.48,408.12,Credit Card,bc371e1b-8ab,Shadowfax,48.31,Delivered,2024-06-04,2024-06-05,Akola,Chhattisgarh,Not Returned,2.0,Silver,
af1b9730,99c4c891-4,P7628,S10,Dhruv Goel,54,Male,05529946630,bkrishnamurthy@example.org,Ongole,Arunachal Pradesh,447682,"41, Sathe Marg
Mysore-442760",Overcoat,Women,Utsa,S,Blue,Cotton,2025-03-25,1,1807.6,0.18,1482.23,74.11,Cash on Delivery,6c3a2d97-a0a,BlueDart,140.99,Delivered,2025-03-31,2025-03-30,Vellore,Maharashtra,Returned,2.7,Gold,
9e743084,a42db2bf-5,P5907,S3,Sachi Mahajan,54,Female,+913697707853,kbalay@example.org,Patna,Tripura,266684,"62
Sagar Chowk
Kota 394059",Leather Jacket,Kids,Biba,M,Green,Cotton,2025-03-10,1,1884.92,0.13,1639.88,81.99,Net Banking,ebf58dc2-e6d,Shadowfax,34.56,Delivered,2025-03-15,2025-03-14,Tadepalligudem,Nagaland,Returned,3.4,Bronze,
fd30b919,c4640a26-4,P5051,S1,Megha Mangat,61,Female,9708558633,urmidewan@example.com,Anantapur,Jharkhand,511585,"H.No. 067
Purohit, Rajahmundry 625493",Anarkali,Women,W,S,Blue,Linen,2024-05-22,4,570.55,0.24,1734.47,86.72,UPI,3f8c8cf8-a01,Delhivery,103.75,Pending,2024-05-27,2024-05-27,Uluberia,Haryana,Returned,4.8,Gold,
fa4d39a7,90e3efb5-4,P3447,S2,Wridesh Kalla,20,Male,01791698440,karaishani@example.com,Firozabad,Arunachal Pradesh,206086,"H.No. 98
Zacharia Zila
Chapra 703973",Tweed Coat,Men,W,L,Maroon,Georgette,2024-11-12,5,3305.02,0.19,13385.33,669.27,Cash on Delivery,c64759ad-15f,Delhivery,81.57,Delivered,2024-11-18,2024-11-16,Meerut,Uttarakhand,Not Returned,1.7,Bronze,
8f6e3536,48c34465-6,P4154,S4,Adya Varghese,38,Other,+911765755615,ubikabrar@example.org,Motihari,Nagaland,800579,"H.No. 15, Keer Marg, Rajpur Sonarpur 435243",Kimono,Men,Soch,XS,Red,Cotton,2024-07-01,1,1788.76,0.21,1413.12,70.66,Debit Card,22f94320-de8,Delhivery,62.94,In Transit,2024-07-04,2024-07-03,Jamnagar,Odisha,Returned,2.3,Silver,
638877c5,6e88f65d-1,P3245,S8,Chanchal Sawhney,64,Male,5696380161,chatterjeebimala@example.org,Agartala,Mizoram,657072,"45/097
Bala Nagar
Shimoga 337109",Tweed Coat,Men,Utsa,XXL,Green,Cotton,2024-06-15,2,1658.36,0.3,2321.7,116.08,Cash on Delivery,e6450dc5-0fe,Ecom Express,75.52,Pending,2024-06-19,2024-06-18,Gandhidham,Tamil Nadu,Returned,1.2,Silver,
8e513ae2,e74a6c07-4,P8605,S7,Ishaan Dua,49,Female,3596320679,udarshgoel@example.org,Pimpri-Chinchwad,Odisha,546946,"61/08
Hari Road
Berhampore 731687",Churidar,Kids,Soch,XS,Black,Rayon,2024-06-05,4,3365.04,0.25,10095.12,504.76,Debit Card,635945c7-bca,India Post,108.22,In Transit,2024-06-10,2024-06-10,Udupi,Sikkim,Returned,4.2,Gold,
18d56dff,d7edaf0d-1,P7245,S2,Samesh Sant,39,Other,+916875936626,devmani@example.com,Bihar Sharif,Manipur,854057,"H.No. 35, Tak Circle, Bellary 826347",Sweater,Men,Utsa,XXL,Green,Cotton,2024-05-01,3,2107.58,0.04,6069.83,303.49,Cash on Delivery,8c209a19-9f6,India Post,30.74,Delivered,2024-05-07,2024-05-09,Unnao,Kerala,Not Returned,2.6,Silver,
06a021cc,55e36401-7,P2061,S3,Ethan Baral,61,Male,+918568750431,cherianradhika@example.org,Begusarai,Madhya Pradesh,748785,"23, Om Road, Bhopal 201544",Kaftan Dress,Women,Utsa,M,Green,Georgette,2024-09-10,4,1579.77,0.09,5750.36,287.52,UPI,e09b7fb9-d74,India Post,111.93,Pending,2024-09-15,2024-09-13,Satara,Andhra Pradesh,Not Returned,2.1,Gold,
64dea4de,d81fd45a-e,P7257,S1,Pranav Edwin,23,Male,+913844607879,dixitbhavya@example.net,Tadepalligudem,Gujarat,590906,"68/659
Bakshi Zila, Gandhidham-464104",Crop Top,Kids,Utsa,S,Black,Silk,2024-09-28,5,4357.74,0.1,19609.83,980.49,Cash on Delivery,04f51dd1-98b,Delhivery,78.92,In Transit,2024-10-03,2024-10-05,Imphal,Nagaland,Not Returned,3.5,Gold,
85fbff76,7c7d24d6-9,P6529,S4,Ekbal Dubey,57,Other,00692952981,gandhinikita@example.org,Bihar Sharif,Uttar Pradesh,681341,"H.No. 349
Kapadia Street
Rajkot 296804",Shirt Dress,Men,Utsa,XXL,Maroon,Georgette,2024-11-11,3,3323.95,0.2,7977.48,398.87,UPI,bec84915-f97,Shadowfax,79.99,In Transit,2024-11-15,2024-11-15,Gwalior,Uttar Pradesh,Returned,2.4,Gold,
5979dcd7,fcf07058-7,P7477,S5,Charles Bir,21,Female,+910554821049,tiwariaadi@example.org,Baranagar,Tamil Nadu,135969,"H.No. 238, Memon Street, Danapur-422577",Sari Gown,Women,W,XXL,White,Rayon,2024-06-04,3,4818.69,0.03,14022.39,701.12,UPI,da1e93b2-3d1,Shadowfax,55.49,Pending,2024-06-07,2024-06-08,Raebareli,Himachal Pradesh,Not Returned,1.5,Bronze,
9cdd3ac5,c55f1bcf-0,P1519,S2,Eiravati Ahluwalia,20,Male,9797163603,krishnamurthyriya@example.com,Kadapa,Punjab,739023,"H.No. 766
Dhar
Singrauli 437355",Capes,Men,W,M,Red,Rayon,2024-08-29,1,2942.75,0.11,2619.05,130.95,Debit Card,5da247a7-5a9,Ecom Express,95.77,Delivered,2024-09-05,2024-09-05,Jamalpur,Maharashtra,Returned,1.9,Platinum,
919ff12e,df9d2b8d-1,P7243,S8,Dakshesh Bhardwaj,26,Other,+918323103386,borabrinda@example.org,Tiruchirappalli,Gujarat,610002,"H.No. 99, Mody Road
Ramagundam 824729",Petticoat,Men,Manyavar,XS,Yellow,Linen,2025-03-23,4,576.93,0.17,1915.41,95.77,Credit Card,6258389d-952,India Post,35.31,Cancelled,2025-03-27,2025-03-26,Panvel,Uttar Pradesh,Not Returned,3.4,Silver,Finn Tandon
fcb5cc22,66ee40be-a,P7568,S5,Vasana Dua,55,Other,+916621533727,srivastavamaanas@example.net,Bharatpur,Gujarat,361712,"82/347, Chauhan Chowk, Muzaffarnagar 976549",Kaftan Dress,Men,FabIndia,XXL,Maroon,Rayon,2024-08-01,3,4959.59,0.1,13390.89,669.54,Debit Card,4c64c0fa-5b6,Ecom Express,126.44,In Transit,2024-08-06,2024-08-08,Gangtok,Odisha,Returned,3.4,Bronze,
38f04ef8,9822965d-b,P8325,S3,Brinda Viswanathan,43,Other,+919578320691,trivenichopra@example.org,Surat,Meghalaya,632719,"H.No. 57, Comar Circle
South Dumdum 279757",Kaftan,Kids,Utsa,XS,Blue,Rayon,2024-09-05,3,1260.74,0.25,2836.66,141.83,UPI,b9040dcf-7e2,Ecom Express,110.62,In Transit,2024-09-11,2024-09-09,Asansol,Uttar Pradesh,Returned,1.2,Bronze,
ef2525e2,ba882ef3-1,P1921,S5,Yuvraj Loyal,23,Female,3000929977,walifariq@example.net,Jaipur,Chhattisgarh,399350,"81/02, Sha, Salem 085803",Jumpsuit,Women,W,XL,Red,Cotton,2024-07-25,2,2856.74,0.12,5027.86,251.39,UPI,25417a54-0b0,Delhivery,146.8,In Transit,2024-07-29,2024-07-27,Vellore,Goa,Not Returned,3.6,Gold,
dff22850,0ad73053-b,P4735,S10,Nisha Kala,35,Female,04608381739,luckyrajagopalan@example.com,Aurangabad,Odisha,720551,"H.No. 928
Dutt Street
Mangalore 038642",Suits,Kids,Manyavar,M,Yellow,Linen,2025-02-25,4,4487.76,0.1,16155.94,807.8,UPI,a7379177-d80,Delhivery,34.3,Pending,2025-03-03,2025-03-03,Serampore,Sikkim,Not Returned,4.9,Gold,
6f4b1fc9,651d95af-8,P1012,S2,Wriddhish Bala,61,Male,+915083896831,pavani96@example.org,Rajkot,Meghalaya,523653,"224
Dani Nagar, Motihari 282800",Vest,Women,FabIndia,S,Blue,Georgette,2024-09-12,3,1853.08,0.06,5225.69,261.28,Credit Card,25213e32-50f,BlueDart,128.32,Cancelled,2024-09-17,2024-09-19,Karaikudi,Kerala,Returned,1.9,Silver,
48d2f3c5,6f2b3c14-9,P8961,S9,Oni Sane,56,Female,6875048239,nakshramachandran@example.com,Ozhukarai,Odisha,892069,"90
Chadha Marg, Bhilai-797980",Skirt,Women,W,XS,White,Linen,2024-06-23,2,3310.66,0.14,5694.34,284.72,Net Banking,69914fd0-eae,India Post,48.73,Cancelled,2024-06-28,2024-06-28,Indore,Madhya Pradesh,Not Returned,2.4,Gold,
6c4b24ba,441b9762-3,P9939,S3,Amaira Nagar,56,Male,+915834857777,prai@example.org,Bhatpara,Mizoram,990544,"39/94
Goyal Road
Pallavaram-390986",Choli,Women,FabIndia,XS,Black,Silk,2024-04-30,1,3091.02,0.04,2967.38,148.37,Cash on Delivery,3f71e592-ed0,Shadowfax,137.82,Delivered,2024-05-06,2024-05-04,Dhule,Gujarat,Not Returned,1.9,Silver,
0d87d5c7,ae9ceeb5-3,P3749,S2,Vinaya Randhawa,48,Female,+910541047296,badalhitesh@example.com,Vijayawada,Sikkim,007149,"684, Barad Circle, Rampur-169956",Coat,Kids,W,XL,Red,Linen,2025-01-08,5,3264.6,0.1,14690.7,734.54,Credit Card,9140fb75-d18,Shadowfax,115.69,Delivered,2025-01-14,2025-01-12,Durgapur,Gujarat,Not Returned,2.2,Gold,
76a1cb0a,fbf1f717-f,P5227,S7,Diya Kar,40,Other,01706664690,azaankrishnan@example.com,Thiruvananthapuram,Tripura,795314,"26, Bala Road, Barasat-223123",Wrap Dress,Women,FabIndia,L,Red,Rayon,2024-05-11,4,3178.94,0.21,10045.45,502.27,UPI,36b7c222-a95,Shadowfax,100.61,Pending,2024-05-14,2024-05-13,Rampur,Meghalaya,Not Returned,2.8,Platinum,
15a232eb,60e0c234-a,P5915,S4,Ansh Tak,30,Female,05343370078,matthewrajagopal@example.com,Chittoor,Meghalaya,292012,"16/653
Bajwa Street, Chapra 787990",Capes,Women,W,L,Black,Linen,2024-10-31,2,4841.69,0.28,6972.03,348.6,Cash on Delivery,6dcc962a-f21,Ecom Express,121.06,Pending,2024-11-05,2024-11-05,Ballia,Haryana,Returned,4.4,Platinum,Oni Gade
8095c5a8,924e6aa9-e,P6251,S9,Ishaan Gill,57,Male,+915769396483,mkeer@example.net,Suryapet,West Bengal,401204,"49
Comar, Thane-800711",Shawl,Women,Soch,XL,Red,Cotton,2024-06-27,3,1450.32,0.14,3741.83,187.09,UPI,face5408-ef4,Delhivery,87.99,Pending,2024-07-02,2024-07-01,Jamalpur,Nagaland,Not Returned,4.8,Platinum,
d92b2cf2,04888640-a,P7394,S5,Charvi Chaudhary,38,Female,+910092859479,bassipranit@example.net,Siliguri,West Bengal,644338,"H.No. 678, Trivedi Ganj, Bhind 818859",Wrap Dress,Women,FabIndia,S,Blue,Silk,2025-03-12,2,3141.98,0.11,5592.72,279.64,Debit Card,7b467ca7-cb7,Ecom Express,129.95,Delivered,2025-03-17,2025-03-18,Tirunelveli,Karnataka,Returned,2.1,Gold,
3dc604c0,e929c1d7-c,P7999,S9,Hredhaan Nigam,34,Other,02634946231,prashadjeremiah@example.com,Kochi,Madhya Pradesh,635157,"27/743
Mohanty Path, Kolhapur-464599",Wrap Dress,Kids,Biba,XXL,Green,Georgette,2024-04-30,1,996.2,0.21,787.0,39.35,Debit Card,08406d1e-a61,Ecom Express,133.0,Delivered,2024-05-06,2024-05-06,Rourkela,Meghalaya,Not Returned,2.2,Platinum,
95d19404,40ebcc14-c,P1236,S7,Odika Mitra,43,Female,0449652716,bahritriya@example.com,Proddatur,Bihar,724627,"37/24
Goswami Marg
Imphal-810793",Blouse,Men,Utsa,M,Black,Georgette,2025-02-24,3,847.04,0.26,1880.43,94.02,Net Banking,53e4d009-e48,BlueDart,134.67,Cancelled,2025-03-02,2025-02-28,Yamunanagar,West Bengal,Not Returned,3.3,Gold,
426d6a37,b90cecc5-6,P5733,S7,Ishaan Luthra,51,Male,+914357106013,tanish27@example.net,Madhyamgram,Bihar,152080,"61/655
Manne, Malda-076444",Kameez,Men,Utsa,S,Yellow,Chiffon,2024-09-13,5,783.14,0.23,3015.09,150.75,Debit Card,874cc25f-b58,India Post,54.93,Pending,2024-09-19,2024-09-19,Machilipatnam,Karnataka,Returned,1.0,Silver,
e7236272,8184b60f-1,P2337,S10,Sarthak Gopal,57,Female,+911689106784,wwali@example.net,Khandwa,Sikkim,889896,"85
Guha Ganj
Serampore-875067",Salwar,Women,FabIndia,S,White,Linen,2024-04-28,2,1192.47,0.16,2003.35,100.17,Debit Card,b3084bf2-8db,Delhivery,140.6,In Transit,2024-05-02,2024-05-02,Morbi,Rajasthan,Returned,4.5,Silver,
8d1a67e5,7bcc1b19-3,P1104,S6,Mohini Wali,63,Male,08125448316,jackson44@example.org,Gopalpur,Arunachal Pradesh,280713,"H.No. 55, Keer Marg, Imphal 054250",Salwar,Kids,Biba,M,Yellow,Rayon,2025-01-15,4,900.81,0.08,3314.98,165.75,Net Banking,bc7c6f2a-0ab,BlueDart,37.32,Delivered,2025-01-22,2025-01-21,Imphal,Goa,Not Returned,3.2,Silver,
bef1ccfa,cc7d12a0-0,P1208,S4,Zaitra Chaudhuri,51,Female,0681132491,gopalpuri@example.org,Naihati,Arunachal Pradesh,303698,"804, Baria
Jaunpur 993004",Tunics,Kids,W,XS,Green,Linen,2024-06-05,1,3492.39,0.11,3108.23,155.41,Cash on Delivery,f6b32083-475,Delhivery,119.63,Cancelled,2024-06-10,2024-06-08,Adoni,Nagaland,Returned,2.4,Bronze,
761c0bbe,6c35af7d-f,P8603,S4,Qarin Din,46,Other,+916717526022,laban58@example.com,Gopalpur,Maharashtra,165734,"58
Mandal Ganj
Kavali 897759",Denim Jacket,Kids,FabIndia,S,Green,Linen,2024-12-26,5,3665.5,0.12,16128.2,806.41,Debit Card,71345b77-5c1,BlueDart,81.46,Delivered,2024-12-29,2024-12-27,Hosur,Telangana,Not Returned,3.7,Platinum,
d5773969,381c3d1e-8,P2055,S4,Vedhika Prabhakar,56,Other,01029882655,wchad@example.com,Bidar,Haryana,346230,"51/025
Morar Circle
Jamnagar 242259",Dhoti,Kids,W,XXL,Black,Georgette,2024-09-19,4,2282.29,0.21,7212.04,360.6,Cash on Delivery,2e1c83a9-205,Delhivery,140.94,Delivered,2024-09-25,2024-09-25,Vijayanagaram,Sikkim,Not Returned,1.3,Platinum,Riya Gandhi
38cbd59e,4e5babbe-a,P3133,S8,Anmol Date,54,Male,+914057135492,wsoni@example.com,Bareilly,Tripura,864573,"H.No. 82, Mani Ganj
Rourkela-780575",Maxi Dress,Men,Utsa,XS,Green,Georgette,2024-05-06,3,4905.87,0.13,12804.32,640.22,UPI,dd3fc0b0-79e,India Post,42.62,Delivered,2024-05-13,2024-05-15,Udaipur,Haryana,Not Returned,1.2,Platinum,
fef1c37b,86fb2ac7-e,P8553,S9,Ranbir Dalal,37,Female,02588359613,faqid52@example.com,Madhyamgram,West Bengal,401458,"H.No. 51
Kulkarni Ganj, Aurangabad 621450",Flared Pants,Men,Utsa,M,Red,Rayon,2024-12-17,4,1240.47,0.11,4416.07,220.8,Net Banking,4871b014-b65,Shadowfax,127.12,Pending,2024-12-23,2024-12-23,Raebareli,Haryana,Returned,2.1,Bronze,
db70b498,a23e932f-f,P7073,S1,Madhavi Cherian,56,Female,09201870116,rajeshribhandari@example.net,Chennai,Haryana,597128,"89/720, Suri Zila, Gudivada-124182",Shirt Dress,Men,Utsa,S,Black,Chiffon,2025-03-26,2,1376.41,0.08,2532.59,126.63,Cash on Delivery,08c36c63-08b,Delhivery,79.58,Delivered,2025-04-02,2025-04-03,Mathura,Maharashtra,Not Returned,1.4,Gold,
7807a168,508c4ba7-a,P1921,S5,Yoshita Bhandari,58,Male,04438417649,lankakamya@example.net,Ratlam,Manipur,243302,"68/51
Baria Street, Karaikudi 965768",Peplum Top,Men,Utsa,XXL,Yellow,Chiffon,2025-02-15,2,4467.27,0.24,6790.25,339.51,Credit Card,3516b3cd-d77,Shadowfax,97.55,Pending,2025-02-21,2025-02-23,Phusro,Chhattisgarh,Not Returned,3.8,Silver,Yahvi Raju
873d425d,84181893-d,P8191,S2,Sudiksha Madan,58,Other,02849783293,chatterjeejeevika@example.net,Nagpur,Goa,950035,"H.No. 97, Sachar Nagar, Kurnool-382660",Robe,Men,Utsa,XXL,Black,Rayon,2024-08-17,1,2121.17,0.29,1506.03,75.3,Net Banking,b97860bc-ee3,Delhivery,40.12,Delivered,2024-08-23,2024-08-22,Bhavnagar,Punjab,Returned,4.4,Silver,
e1b57e6c,8871d79d-5,P2274,S1,Edhitha Soni,45,Male,6737939350,loyalurvashi@example.org,Sasaram,Madhya Pradesh,572148,"82
Mody Street
Nizamabad 565029",Coat,Men,Soch,XS,Green,Silk,2024-05-23,2,4441.53,0.14,7639.43,381.97,Credit Card,ee058a94-c25,Delhivery,80.12,Cancelled,2024-05-28,2024-05-30,Haldia,Telangana,Returned,4.7,Gold,Nilima Chatterjee
cc88eccf,64cf01f4-b,P7089,S8,Ridhi Deshmukh,49,Female,07410597014,yaminibanerjee@example.com,Panipat,Sikkim,590343,"H.No. 517, Banik Marg
Tirupati 412998",Blazer,Men,FabIndia,S,Maroon,Georgette,2024-08-30,2,2225.1,0.2,3560.16,178.01,Net Banking,21755ead-0af,Delhivery,132.31,Pending,2024-09-05,2024-09-03,Chandigarh,Himachal Pradesh,Not Returned,2.0,Platinum,
bae1cd10,45ce4dc6-9,P9930,S5,Advika Loyal,61,Male,+916306148032,fbhardwaj@example.com,Tezpur,Manipur,118515,"28
Seshadri Road
Anantapur-068888",Lehenga,Kids,W,M,Black,Cotton,2025-03-01,3,4960.67,0.09,13542.63,677.13,UPI,2ffe3e60-9a5,Shadowfax,56.47,Cancelled,2025-03-06,2025-03-05,Phusro,Arunachal Pradesh,Not Returned,3.6,Bronze,Harish Wali
b5154afa,98d1c2ae-3,P8662,S5,Chaaya Sundaram,18,Male,4583005781,hiralbhat@example.com,Ghaziabad,Punjab,889526,"H.No. 367, Ramanathan Circle, Pali 185768",Churidar,Men,Soch,L,Blue,Chiffon,2024-07-19,4,868.83,0.25,2606.49,130.32,Credit Card,ed54d16a-f7e,Delhivery,67.12,Cancelled,2024-07-23,2024-07-25,Bihar Sharif,Gujarat,Returned,3.9,Platinum,
7073fda1,89c667b9-2,P5007,S8,Hemal Dutt,40,Male,08489481860,chandranisaac@example.com,Bijapur,Gujarat,628046,"H.No. 30
Sridhar Path
Chinsurah-958237",Pants,Women,FabIndia,XL,Black,Linen,2025-01-20,3,740.4,0.04,2132.35,106.62,UPI,d2dda42f-5d0,Delhivery,87.07,Pending,2025-01-26,2025-01-28,Amritsar,Uttar Pradesh,Not Returned,1.8,Platinum,
6745e67d,8ebca5e3-a,P5945,S1,Mahika Sahota,42,Female,+912443735984,wkale@example.org,Purnia,Uttarakhand,888115,"41, Deshpande Zila, Mango 152376",Sweater,Men,Soch,S,Yellow,Silk,2024-06-11,4,4108.08,0.29,11666.95,583.35,Net Banking,646e32de-3e1,Shadowfax,97.11,Cancelled,2024-06-15,2024-06-14,Gandhinagar,Telangana,Not Returned,4.2,Silver,
97166883,0bea881a-b,P8477,S3,Lajita Dhar,52,Other,00999048501,amairajani@example.com,Ambattur,Mizoram,945851,"678
Chacko Road, Chittoor-417446",Tops,Women,Utsa,S,Blue,Silk,2024-07-14,2,3203.06,0.26,4740.53,237.03,Debit Card,573b58df-a9c,BlueDart,110.45,Pending,2024-07-21,2024-07-23,Meerut,Uttarakhand,Not Returned,2.8,Gold,
9effcfdc,fe3e346c-d,P7201,S8,Warjas Pillai,45,Other,7619366417,ranveerborde@example.net,Nizamabad,Manipur,379440,"H.No. 298, Dani Circle
Kharagpur-138145",A-line Dress,Kids,Utsa,XL,Black,Rayon,2024-04-29,2,2539.33,0.11,4520.01,226.0,Net Banking,186b99f5-1eb,India Post,57.52,In Transit,2024-05-02,2024-05-04,Katihar,Gujarat,Returned,1.2,Platinum,
f5b49063,30349583-f,P7176,S3,Qabil Koshy,24,Female,+916201946848,nvenkataraman@example.org,Rajkot,Jharkhand,969477,"372
Dugar Marg
Loni-655463",Blazer,Men,Biba,L,White,Rayon,2024-08-08,3,3686.67,0.01,10949.41,547.47,UPI,80c2415e-3ba,BlueDart,102.58,Delivered,2024-08-11,2024-08-12,Kolkata,Karnataka,Not Returned,3.4,Gold,
fdcad69c,a4c1daeb-e,P3875,S4,Veer Garg,21,Male,+917484047429,vpatla@example.net,Silchar,Goa,003340,"67/873, Dara Road
Jaipur 301270",Tops,Men,Utsa,L,Blue,Chiffon,2024-06-16,4,619.45,0.11,2205.24,110.26,Credit Card,f4b7121d-9c9,Shadowfax,54.9,Pending,2024-06-19,2024-06-21,Chapra,Telangana,Not Returned,1.1,Gold,
b4a9eeeb,0bf78de4-3,P4956,S9,Umang Mital,47,Female,05091703310,urmijha@example.com,Haridwar,Madhya Pradesh,485745,"324, Rajagopal Circle
Aurangabad 551360",Shirt Dress,Women,FabIndia,XL,White,Chiffon,2024-05-25,2,1812.45,0.2,2899.92,145.0,Debit Card,4822a8d3-fe3,BlueDart,47.76,In Transit,2024-05-28,2024-05-29,Bhalswa Jahangir Pur,Chhattisgarh,Not Returned,1.1,Bronze,
e78187e4,2a061398-0,P3834,S6,Idika Ravi,40,Female,03946277514,cdin@example.org,Guntakal,Rajasthan,823443,"255, Butala Street, Navi Mumbai 492752",Lehenga,Women,Manyavar,S,Maroon,Linen,2025-02-28,2,1117.73,0.13,1944.85,97.24,Credit Card,fc8c776a-5a4,Shadowfax,127.78,Cancelled,2025-03-06,2025-03-06,Rohtak,Telangana,Not Returned,4.6,Bronze,
